year_index,1970,1980,1982,1984,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
main_all_materials_4_to_8_in_miles,,,,over_4_thru_8_n9,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,totm_4,,,,,,mmiles_4in_to_8in_total,mmiles_4in_to_8in_total,mmiles_4in_to_8in_total,mmiles_4in_to_8in_total,mmiles_4in_to_8in_total,mmiles_4in_to_8in_total,mmiles_4in_to_8in_total,mmiles_4in_to_8in_total,mmiles_4in_to_8in_total,mmiles_4in_to_8in_total
main_all_materials_8_to_12_in_miles,,,,over_8_thru_12_9,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,totm_5,,,,,,mmiles_8in_to_12in_total,mmiles_8in_to_12in_total,mmiles_8in_to_12in_total,mmiles_8in_to_12in_total,mmiles_8in_to_12in_total,mmiles_8in_to_12in_total,mmiles_8in_to_12in_total,mmiles_8in_to_12in_total,mmiles_8in_to_12in_total,mmiles_8in_to_12in_total
main_all_materials_8_in_miles,8_7,8_7,g8_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_all_materials_10_in_miles,10_7,10_7,g8_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_all_materials_12_in_miles,12_7,12_7,g8_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_all_materials_over_12_in_miles,over_12_7,over_12_7,g8_8,over_12_9,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,totm_6,,,,,,mmiles_gt12in_total,mmiles_gt12in_total,mmiles_gt12in_total,mmiles_gt12in_total,mmiles_gt12in_total,mmiles_gt12in_total,mmiles_gt12in_total,mmiles_gt12in_total,mmiles_gt12in_total,mmiles_gt12in_total
main_all_materials_total_miles,total_7,total_7,g8_9,totals,totmt,totmt,totmt,totmt,totmt,totmt,totmt,totmt,totmt,totmt,totmt,totmt,totmt,totmt,totmt,totmt,totmt,totmt,totmt,totmt,,,,,,mmiles_part_b2_total,mmiles_part_b2_total,mmiles_part_b2_total,mmiles_part_b2_total,mmiles_part_b2_total,mmiles_part_b2_total,mmiles_part_b2_total,mmiles_part_b2_total,mmiles_part_b2_total,mmiles_part_b2_total
average_service_length_feet,,,,unnamed_97,aver,aver,aver,aver,aver,aver,aver,aver,aver,aver,aver,aver,aver,aver,aver,aver,aver,aver,aver,aver,average_length,average_length,average_length,average_length,average_length,average_length,average_length,average_length,average_length,average_length,average_length,average_length,average_length,average_length,average_length
services_steel_unknown,unknown,unknown,h1_1,unknown_10,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,sts_1,num_srvs_steel_unk,num_srvs_steel_unk,num_srvs_steel_unk,num_srvs_steel_unk,num_srvs_steel_unk,num_srvs_steel_unk,num_srvs_steel_unk,num_srvs_steel_unk,num_srvs_steel_unk,num_srvs_steel_unk,num_srvs_steel_unk,num_srvs_steel_unk,num_srvs_steel_unk,num_srvs_steel_unk,num_srvs_steel_unk
services_steel_0.5_in_or_less,0_5_or_less,0_5_or_less,h1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_steel_0.5_to_1_in,over_0_5_thru_1,over_0_5_thru_1,h1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_steel_1_in_or_less,,,,1_or_less,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,sts_2,num_srvs_steel_lt1in,num_srvs_steel_lt1in,num_srvs_steel_lt1in,num_srvs_steel_lt1in,num_srvs_steel_lt1in,num_srvs_steel_lt1in,num_srvs_steel_lt1in,num_srvs_steel_lt1in,num_srvs_steel_lt1in,num_srvs_steel_lt1in,num_srvs_steel_lt1in,num_srvs_steel_lt1in,num_srvs_steel_lt1in,num_srvs_steel_lt1in,num_srvs_steel_lt1in
services_steel_1_to_2_in,over_1_thru_2_8,over_1_thru_2_8,h1_4,over_1_thru_2,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,sts_3,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in,num_srvs_steel_1in_to_2in
services_steel_2_to_4_in,over_2_thru_4_8,over_2_thru_4_8,h1_5,over_2_thru_4_n0,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,sts_4,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in,num_srvs_steel_2in_to_4in
services_steel_4_to_6_in,over_4_thru_6_8,over_4_thru_6_8,h1_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_steel_4_to_8_in,,,,over_4_thru_8,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,sts_5,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in,num_srvs_steel_4in_to_8in
services_steel_over_6_in,over_6,over_6,h1_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_steel_over_8_in,,,,over_8,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,sts_6,num_srvs_steel_gt8in,num_srvs_steel_gt8in,num_srvs_steel_gt8in,num_srvs_steel_gt8in,num_srvs_steel_gt8in,num_srvs_steel_gt8in,num_srvs_steel_gt8in,num_srvs_steel_gt8in,num_srvs_steel_gt8in,num_srvs_steel_gt8in,num_srvs_steel_gt8in,num_srvs_steel_gt8in,num_srvs_steel_gt8in,num_srvs_steel_gt8in,num_srvs_steel_gt8in
services_steel_total,total_8,total_8,h1_8,total_11,stst,stst,stst,stst,stst,stst,stst,stst,stst,stst,stst,stst,stst,stst,stst,stst,stst,stst,stst,stst,num_srvs_steel_total,num_srvs_steel_total,num_srvs_steel_total,num_srvs_steel_total,num_srvs_steel_total,num_srvs_steel_total,num_srvs_steel_total,num_srvs_steel_total,num_srvs_steel_total,num_srvs_steel_total,num_srvs_steel_total,num_srvs_steel_total,num_srvs_steel_total,num_srvs_steel_total,num_srvs_steel_total
services_ductile_iron_unknown,,,,unknown_11,dis_1,dis_1,dis_1,dis_1_integer,dis_1_integer,dis_1_integer,dis_1_integer,dis_1_integer,dis_1,dis_1,dis_1,dis_1,dis_1,dis_1,dis_1,dis_1,dis_1,dis_1,dis_1,dis_1,num_srvs_di_unk,num_srvs_di_unk,num_srvs_di_unk,num_srvs_di_unk,num_srvs_di_unk,num_srvs_di_unk,num_srvs_di_unk,num_srvs_di_unk,num_srvs_di_unk,num_srvs_di_unk,num_srvs_di_unk,num_srvs_di_unk,num_srvs_di_unk,num_srvs_di_unk,num_srvs_di_unk
services_ductile_iron_1_in_or_less,,,,1_or_less_1,dis_2,dis_2,dis_2,dis_2_integer,dis_2_integer,dis_2_integer,dis_2_integer,dis_2_integer,dis_2,dis_2,dis_2,dis_2,dis_2,dis_2,dis_2,dis_2,dis_2,dis_2,dis_2,dis_2,num_srvs_di_lt1in,num_srvs_di_lt1in,num_srvs_di_lt1in,num_srvs_di_lt1in,num_srvs_di_lt1in,num_srvs_di_lt1in,num_srvs_di_lt1in,num_srvs_di_lt1in,num_srvs_di_lt1in,num_srvs_di_lt1in,num_srvs_di_lt1in,num_srvs_di_lt1in,num_srvs_di_lt1in,num_srvs_di_lt1in,num_srvs_di_lt1in
services_ductile_iron_1_to_2_in,,,,over_1_thru_2_1,dis_3,dis_3,dis_3,dis_3_integer,dis_3_integer,dis_3_integer,dis_3_integer,dis_3_integer,dis_3,dis_3,dis_3,dis_3,dis_3,dis_3,dis_3,dis_3,dis_3,dis_3,dis_3,dis_3,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in,num_srvs_di_1in_to_2in
services_ductile_iron_2_to_4_in,,,,over_2_thru_4_n1,dis_4,dis_4,dis_4,dis_4_integer,dis_4_integer,dis_4_integer,dis_4_integer,dis_4_integer,dis_4,dis_4,dis_4,dis_4,dis_4,dis_4,dis_4,dis_4,dis_4,dis_4,dis_4,dis_4,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in,num_srvs_di_2in_to_4in
services_ductile_iron_4_to_8_in,,,,over_4_thru_8_1,dis_5,dis_5,dis_5,dis_5_integer,dis_5_integer,dis_5_integer,dis_5_integer,dis_5_integer,dis_5,dis_5,dis_5,dis_5,dis_5,dis_5,dis_5,dis_5,dis_5,dis_5,dis_5,dis_5,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in,num_srvs_di_4in_to_8in
services_ductile_iron_over_8_in,,,,over_8_1,dis_6,dis_6,dis_6,dis_6_integer,dis_6_integer,dis_6_integer,dis_6_integer,dis_6_integer,dis_6,dis_6,dis_6,dis_6,dis_6,dis_6,dis_6,dis_6,dis_6,dis_6,dis_6,dis_6,num_srvs_di_gt8in,num_srvs_di_gt8in,num_srvs_di_gt8in,num_srvs_di_gt8in,num_srvs_di_gt8in,num_srvs_di_gt8in,num_srvs_di_gt8in,num_srvs_di_gt8in,num_srvs_di_gt8in,num_srvs_di_gt8in,num_srvs_di_gt8in,num_srvs_di_gt8in,num_srvs_di_gt8in,num_srvs_di_gt8in,num_srvs_di_gt8in
services_ductile_iron_total,,,,total_12,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,num_srvs_di_total,num_srvs_di_total,num_srvs_di_total,num_srvs_di_total,num_srvs_di_total,num_srvs_di_total,num_srvs_di_total,num_srvs_di_total,num_srvs_di_total,num_srvs_di_total,num_srvs_di_total,num_srvs_di_total,num_srvs_di_total,num_srvs_di_total,num_srvs_di_total
services_copper_unknown,unknown_2,unknown_2,h3_1,unknown_12,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,cus_1,num_srvs_cu_unk,num_srvs_cu_unk,num_srvs_cu_unk,num_srvs_cu_unk,num_srvs_cu_unk,num_srvs_cu_unk,num_srvs_cu_unk,num_srvs_cu_unk,num_srvs_cu_unk,num_srvs_cu_unk,num_srvs_cu_unk,num_srvs_cu_unk,num_srvs_cu_unk,num_srvs_cu_unk,num_srvs_cu_unk
services_copper_0.5_in_or_less,0_5_or_less_2,0_5_or_less_2,h3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_copper_0.5_to_1_in,over_0_5_thru_1_2,over_0_5_thru_1_2,h3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_copper_1_in_or_less,,,,1_or_less_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,cus_2,num_srvs_cu_lt1in,num_srvs_cu_lt1in,num_srvs_cu_lt1in,num_srvs_cu_lt1in,num_srvs_cu_lt1in,num_srvs_cu_lt1in,num_srvs_cu_lt1in,num_srvs_cu_lt1in,num_srvs_cu_lt1in,num_srvs_cu_lt1in,num_srvs_cu_lt1in,num_srvs_cu_lt1in,num_srvs_cu_lt1in,num_srvs_cu_lt1in,num_srvs_cu_lt1in
services_copper_1_to_2_in,over_1_thru_2_10,over_1_thru_2_10,h3_4,over_1_thru_2_2,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,cus_3,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in,num_srvs_cu_1in_to_2in
services_copper_2_to_4_in,over_2_thru_4_10,over_2_thru_4_10,h3_5,over_2_thru_4_n2,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,cus_4,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in,num_srvs_cu_2in_to_4in
services_copper_4_to_6_in,over_4_thru_6_10,over_4_thru_6_10,h3_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_copper_4_to_8_in,,,,over_4_thru_8_2,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,cus_5,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in,num_srvs_cu_4in_to_8in
services_copper_over_6_in,over_6_2,over_6_2,h3_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_copper_over_8_in,,,,over_8_2,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,cus_6,num_srvs_cu_gt8in,num_srvs_cu_gt8in,num_srvs_cu_gt8in,num_srvs_cu_gt8in,num_srvs_cu_gt8in,num_srvs_cu_gt8in,num_srvs_cu_gt8in,num_srvs_cu_gt8in,num_srvs_cu_gt8in,num_srvs_cu_gt8in,num_srvs_cu_gt8in,num_srvs_cu_gt8in,num_srvs_cu_gt8in,num_srvs_cu_gt8in,num_srvs_cu_gt8in
services_copper_total,total_10,total_10,h3_8,total_13,cust,cust,cust,cust,cust,cust,cust,cust,cust,cust,cust,cust,cust,cust,cust,cust,cust,cust,cust,cust,num_srvs_cu_total,num_srvs_cu_total,num_srvs_cu_total,num_srvs_cu_total,num_srvs_cu_total,num_srvs_cu_total,num_srvs_cu_total,num_srvs_cu_total,num_srvs_cu_total,num_srvs_cu_total,num_srvs_cu_total,num_srvs_cu_total,num_srvs_cu_total,num_srvs_cu_total,num_srvs_cu_total
services_cast_or_wrought_iron_unknown,,,,unknown_13,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,cis_1,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk,num_srvs_ci_wr_unk
services_cast_or_wrought_iron_1_in_or_less,,,,1_or_less_3,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,cis_2,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in,num_srvs_ci_wr_lt1in
services_cast_or_wrought_iron_1_to_2_in,,,,over_1_thru_2_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,cis_3,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in,num_srvs_ci_wr_1in_to_2in
services_cast_or_wrought_iron_2_to_4_in,,,,over_2_thru_4_n3,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,cis_4,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in,num_srvs_ci_wr_2in_to_4in
services_cast_or_wrought_iron_4_to_8_in,,,,over_4_thru_8_3,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,cis_5,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in,num_srvs_ci_wr_4in_to_8in
services_cast_or_wrought_iron_over_8_in,,,,over_8_3,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,cis_6,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in,num_srvs_ci_wr_gt8in
services_cast_or_wrought_iron_total,,,,total_14,cist,cist,cist,cist,cist,cist,cist,cist,cist,cist,cist,cist,cist,cist,cist,cist,cist,cist,cist,cist,num_srvs_ci_wr_total,num_srvs_ci_wr_total,num_srvs_ci_wr_total,num_srvs_ci_wr_total,num_srvs_ci_wr_total,num_srvs_ci_wr_total,num_srvs_ci_wr_total,num_srvs_ci_wr_total,num_srvs_ci_wr_total,num_srvs_ci_wr_total,num_srvs_ci_wr_total,num_srvs_ci_wr_total,num_srvs_ci_wr_total,num_srvs_ci_wr_total,num_srvs_ci_wr_total
services_cast_iron_unknown,unknown_1,unknown_1,h2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_cast_iron_0.5_in_or_less,0_5_or_less_1,0_5_or_less_1,h2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_cast_iron_0.5_to_1_in,over_0_5_thru_1_1,over_0_5_thru_1_1,h2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_cast_iron_1_to_2_in,over_1_thru_2_9,over_1_thru_2_9,h2_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_cast_iron_2_to_4_in,over_2_thru_4_9,over_2_thru_4_9,h2_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_cast_iron_4_to_6_in,over_4_thru_6_9,over_4_thru_6_9,h2_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_cast_iron_over_6_in,over_6_1,over_6_1,h2_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_cast_iron_total,total_9,total_9,h2_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
services_pvc_unknown,,,,unknown_14,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,pvcs_1,num_srvs_plastic_unk,num_srvs_plastic_unk,num_srvs_plastic_unk,num_srvs_plastic_unk,num_srvs_plastic_unk,num_srvs_plastic_unk,num_srvs_plastic_unk,num_srvs_plastic_unk,num_srvs_plastic_unk,num_srvs_plastic_unk,num_srvs_plastic_unk,num_srvs_plastic_unk,num_srvs_plastic_unk,num_srvs_plastic_unk,num_srvs_plastic_unk
services_pvc_1_in_or_less,,,,1_or_less_4,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,pvcs_2,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in,num_srvs_plastic_lt1in
services_pvc_1_to_2_in,,,,over_1_thru_2_4,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,pvcs_3,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in,num_srvs_plastic_1in_to_2in
