report_year,utility_id_ferc1,xbrl_factoid,xbrl_factoid_off_by,abs_diff,ending_balance_off_by,_delta
2021,248,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,15181104.0,
2021,248,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,69530275.0,
2022,248,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,771720358.0,
2022,248,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,15181104.0,
2022,248,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,77425926.0,
2023,248,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,856737338.0,
2023,248,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,60452111.0,
2024,248,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,765970419.0,
2024,248,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,80541413.0,
2025,248,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,814061745.0,
1999,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,340599.0,
2000,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,-608260.0,
2001,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,748474.0,
2001,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,-1673638.0,
2002,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,815081.0,
2002,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,-2199857.0,
2003,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,815081.0,
2003,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,-810119.0,
2004,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,815081.0,
2004,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,-344934.0,
2005,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,551585.0,
2005,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,-1331417.0,
2007,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,1246564.0,
2007,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,-466236.0,
2008,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,1246564.0,
2008,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,-786140.0,
2009,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,4192106.0,
2009,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,599310.0,
2010,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,6915835.0,
2010,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,-693748.0,
2013,249,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,122118203.0,
2013,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5465092.0,
2013,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,13114077.0,
2014,249,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,286590953.0,
2014,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5267226.0,
2014,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,15749246.0,
2015,249,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,299559783.0,
2015,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5283795.0,
2015,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,15571015.0,
2016,249,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,479550879.0,
2016,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5283795.0,
2016,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,16908298.0,
2017,249,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,478891932.0,
2017,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5213047.0,
2017,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,18929632.0,
2018,249,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,402081799.0,
2018,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5213047.0,
2018,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,22781357.0,
2019,249,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,456663535.0,
2019,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5213047.0,
2019,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,26706113.0,
2020,249,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,596822729.0,
2020,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5215161.0,
2020,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,31476288.0,
2021,249,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,609416664.0,
2021,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5215161.0,
2021,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,39580256.0,
2022,249,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,598914726.0,
2022,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5215161.0,
2022,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,48458675.0,
2025,249,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,287356498.0,
2025,249,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5490702.0,
2025,249,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,11479613.0,
1994,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,11522782.0,
1994,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,22631084.0,
1995,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,9352834.0,
1995,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,24161418.0,
1996,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,6749523.0,
1996,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,26582975.0,
1997,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,4127139.0,
1997,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,29478669.0,
1998,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,1382510.0,
1998,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,33700740.0,
1999,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,31887931.0,
2000,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,35593193.0,
2001,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,41402790.0,
2002,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,45540756.0,
2003,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,53516555.0,
2004,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,805884.0,
2004,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,67384411.0,
2005,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,805884.0,
2005,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,75714598.0,
2006,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,81788285.0,
2007,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,96453811.0,
2008,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,109487703.0,
2009,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,121759818.0,
2010,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,133380013.0,
2011,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,152644347.0,
2012,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,151181427.0,
2013,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,169954424.0,
2014,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,191383570.0,
2015,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,226766391.0,
2016,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,56820000.0,
2016,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,257030765.0,
2017,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,56820000.0,
2017,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,295527230.0,
2018,250,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,1661898877.0,
2018,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,56820000.0,
2018,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,309980736.0,
2019,250,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,1094485883.0,
2019,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,201053713.0,
2019,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,366151200.0,
2020,250,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,1463893390.0,
2020,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,188767638.0,
2020,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,388024721.0,
2021,250,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,1841962426.0,
2021,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,316455944.0,
2021,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,445954590.0,
2022,250,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,1693343600.0,
2022,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,350587756.0,
2022,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,502023063.0,
2023,250,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,2230284523.0,
2023,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,331118327.0,
2023,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,563183728.0,
2024,250,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,3083055895.0,
2024,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,608973076.0,
2024,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,622720731.0,
2025,250,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,2599631465.0,
2025,250,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,584407317.0,
2025,250,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,94063459.0,
1995,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,282012170.0,
1995,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,6747433.0,
1995,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,12250020.0,
1996,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,265421686.0,
1996,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,6260773.0,
1996,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,19317889.0,
1997,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,158864441.0,
1997,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,6260773.0,
1997,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,22614358.0,
1998,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,253190334.0,
1998,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5111322.0,
1998,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,24845637.0,
1999,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,180490499.0,
1999,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5111322.0,
1999,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,35996443.0,
2000,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,235919197.0,
2000,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,3257322.0,
2000,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,46075731.0,
2001,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,225860048.0,
2001,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,3257322.0,
2001,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,65321628.0,
2002,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,232745603.0,
2002,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,3489609.0,
2002,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,85712501.0,
2003,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,486860193.0,
2003,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,3738159.0,
2003,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,105733501.0,
2004,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,939181791.0,
2004,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,3734642.0,
2004,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,120937253.0,
2005,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,724583444.0,
2005,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,3830642.0,
2005,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,135789669.0,
2006,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,697153821.0,
2006,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,3830642.0,
2006,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,143037782.0,
2007,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,1941130179.0,
2007,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,5680393.0,
2007,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,147469260.0,
2008,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,3174533113.0,
2008,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2732333.0,
2008,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,146415718.0,
2009,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,1994215275.0,
2009,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2160987.0,
2009,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,149252740.0,
2010,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,901308479.0,
2010,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2160987.0,
2010,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,151350223.0,
2012,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,2309398067.0,
2012,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2160987.0,
2012,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,153364826.0,
2013,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,1452282152.0,
2013,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,311236.0,
2013,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,149541539.0,
2014,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,1923183368.0,
2014,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,207250.0,
2014,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,123776260.0,
2015,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,3132249000.0,
2015,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,207250.0,
2015,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,129733238.0,
2016,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,4381592741.0,
2016,251,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,207250.0,
2016,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,129801774.0,
2017,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,4795921932.0,
2017,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,136229223.0,
2018,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,6244900379.0,
2018,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,145881694.0,
2019,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,8848417780.0,
2019,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,160697926.0,
2020,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,8020313372.0,
2020,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,178174109.0,
2021,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,6457937787.0,
2021,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,197203911.0,
2022,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,5109788288.0,
2022,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,217578007.0,
2023,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,4372784088.0,
2023,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,216316608.0,
2024,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,5419849917.0,
2024,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,228968953.0,
2025,251,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,3729060143.0,
2025,251,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,273278079.0,
2000,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,11243.0,
2001,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,34990.0,
2002,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,59349.0,
2003,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,84115.0,
2004,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,108882.0,
2005,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,133649.0,
2006,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,158415.0,
2007,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,183182.0,
2008,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,207948.0,
2009,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,232715.0,
2010,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,257481.0,
2011,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,315581.0,
2012,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,540348.0,
2013,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,814438.0,
2014,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,1239637.0,
2015,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,1680748.0,
2016,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,1620215.0,
2017,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,1660399.0,
2018,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,537634.0,
2019,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,577806.0,
2020,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,618758.0,
2021,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,660268.0,
2022,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,702409.0,
2023,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,745182.0,
2024,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,787955.0,
2025,252,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,886588.0,
1994,253,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,32880.0,
1995,253,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,40762.0,
1996,253,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,6684.0,
1997,253,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,134897.0,
1998,253,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,13447.0,
2000,253,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,7900858.0,
2001,253,depreciation_utility_plant_in_service,utility_plant_in_service_completed_construction_not_classified,,134075.0,
1994,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2832487.0,
1994,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,4488179.0,
1995,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2760176.0,
1995,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,6035303.0,
1996,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2710006.0,
1996,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,7809789.0,
1997,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2643915.0,
1997,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,10339155.0,
1998,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2573860.0,
1998,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,13232407.0,
1999,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2509995.0,
1999,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,19473030.0,
2000,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2486027.0,
2000,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,28575302.0,
2001,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2460096.0,
2001,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,40423767.0,
2002,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2432041.0,
2002,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,50411084.0,
2003,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2401687.0,
2003,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,61105690.0,
2004,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2368847.0,
2004,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,70644667.0,
2005,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2333316.0,
2005,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,78791811.0,
2006,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2294875.0,
2006,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,86864288.0,
2007,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2253284.0,
2007,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,95919328.0,
2008,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2208286.0,
2008,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,107095313.0,
2009,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2159601.0,
2009,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,117690847.0,
2010,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2106928.0,
2010,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,129738590.0,
2011,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,2049940.0,
2011,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,143939147.0,
2012,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,1986341.0,
2012,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,158859207.0,
2013,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,1919473.0,
2013,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,174580286.0,
2014,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,1847128.0,
2014,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,195804862.0,
2015,254,depreciation_utility_plant_in_service,utility_plant_in_service_property_under_capital_leases,,1768855.0,
2015,254,depreciation_utility_plant_in_service,amortization_of_other_utility_plant_utility_plant_in_service,,200538606.0,
